n,lang,test,time
85000,py,testCmp,0.004494428634643555
85000,c,testDiv,0.000146
85000,java,testDiv,0.001335
85000,js,testDiv,1.493501
85000,php,testDiv,0.0019350051879883
85000,py,testDiv,0.004187822341918945
85000,c,testMinus,0.000087
85000,java,testMinus,0.000964
85000,js,testMinus,0.003673
85000,php,testMinus,0.0020060539245605
85000,py,testMinus,0.004218339920043945
85000,c,testProd,0.000108
85000,java,testProd,0.000868
85000,js,testProd,2.228247
85000,php,testProd,0.002263069152832
85000,py,testProd,0.003960132598876953
85000,c,testSum,0.000109
85000,java,testSum,0.000787
85000,js,testSum,1.850863
85000,php,testSum,0.0019419193267822
85000,py,testSum,0.003911256790161133
90000,c,testCmp,0.000103
90000,java,testCmp,0.002571
90000,js,testCmp,1.542583
90000,php,testCmp,0.0028181076049805
90000,py,testCmp,0.004602193832397461
90000,c,testDiv,0.000112
90000,java,testDiv,0.000972
90000,js,testDiv,1.869664
90000,php,testDiv,0.0022628307342529
90000,py,testDiv,0.004660129547119141
90000,c,testMinus,0.000095
90000,java,testMinus,0.000934
90000,js,testMinus,0.003827
90000,php,testMinus,0.0020210742950439
90000,py,testMinus,0.004218339920043945
90000,c,testProd,0.000152
90000,java,testProd,0.001686
90000,js,testProd,1.923875
90000,php,testProd,0.002255916595459
90000,py,testProd,0.004719972610473633
90000,c,testSum,0.000096
90000,java,testSum,0.001190
90000,js,testSum,1.763071
90000,php,testSum,0.0022051334381104
90000,py,testSum,0.004541873931884766
95000,c,testCmp,0.000117
95000,java,testCmp,0.001102
95000,js,testCmp,2.42576
95000,php,testCmp,0.0023410320281982
95000,py,testCmp,0.004651784896850586
95000,c,testDiv,0.000109
95000,java,testDiv,0.000631
95000,js,testDiv,2.422896
95000,php,testDiv,0.0025770664215088
95000,py,testDiv,0.004429817199707031
95000,c,testMinus,0.000147
95000,java,testMinus,0.000369
95000,js,testMinus,0.006579
95000,php,testMinus,0.0023691654205322
95000,py,testMinus,0.0054051876068115234
95000,c,testProd,0.000119
95000,java,testProd,0.000366
95000,js,testProd,1.897621
95000,php,testProd,0.0026659965515137
95000,py,testProd,0.004689693450927734
95000,c,testSum,0.000115
95000,java,testSum,0.000394
95000,js,testSum,1.958305
95000,php,testSum,0.0023860931396484
95000,py,testSum,0.004538536071777344
100000,c,testCmp,0.000243
100000,java,testCmp,0.001573
100000,js,testCmp,1.933895
100000,php,testCmp,0.0028271675109863
100000,py,testCmp,0.005190372467041016
100000,c,testDiv,0.000124
100000,java,testDiv,0.000902
100000,js,testDiv,1.783174
100000,php,testDiv,0.0028858184814453
100000,py,testDiv,0.004587888717651367
100000,c,testMinus,0.000114
100000,java,testMinus,0.000441
100000,js,testMinus,0.00471
100000,php,testMinus,0.0028140544891357
100000,py,testMinus,0.00606989860534668
100000,c,testProd,0.000151
100000,java,testProd,0.000443
100000,js,testProd,2.146346
100000,php,testProd,0.0026428699493408
100000,py,testProd,0.005143880844116211
100000,c,testSum,0.000125
100000,java,testSum,0.000436
100000,js,testSum,2.150813
100000,php,testSum,0.0027499198913574
100000,py,testSum,0.004698991775512695
10000,c,testCmp,0.000019
10000,java,testCmp,0.001657
10000,js,testCmp,0.244028
10000,php,testCmp,0.00025200843811035
10000,py,testCmp,0.0007102489471435547
10000,c,testDiv,0.000015
10000,java,testDiv,0.000642
10000,js,testDiv,0.407366
10000,php,testDiv,0.00023007392883301
10000,py,testDiv,0.0006780624389648438
10000,c,testMinus,0.000010
10000,java,testMinus,0.000559
10000,js,testMinus,0.004895
10000,php,testMinus,0.00023508071899414
10000,py,testMinus,0.0004277229309082031
10000,c,testProd,0.000010
10000,java,testProd,0.000657
10000,js,testProd,0.269648
10000,php,testProd,0.00023794174194336
10000,py,testProd,0.0004093647003173828
10000,c,testSum,0.000014
10000,java,testSum,0.000591
10000,js,testSum,0.305135
10000,php,testSum,0.00024104118347168
10000,py,testSum,0.0003695487976074219
15000,c,testCmp,0.000014
15000,java,testCmp,0.000543
15000,js,testCmp,0.34718
15000,php,testCmp,0.00041103363037109
15000,py,testCmp,0.0005879402160644531
15000,c,testDiv,0.000022
15000,java,testDiv,0.000460
15000,js,testDiv,0.366782
15000,php,testDiv,0.00040602684020996
15000,py,testDiv,0.0009205341339111328
15000,c,testMinus,0.000016
15000,java,testMinus,0.000468
15000,js,testMinus,0.002825
15000,php,testMinus,0.00035309791564941
15000,py,testMinus,0.0006079673767089844
15000,c,testProd,0.000014
15000,java,testProd,0.000469
15000,js,testProd,0.359146
15000,php,testProd,0.0003349781036377
15000,py,testProd,0.0006439685821533203
15000,c,testSum,0.000018
15000,java,testSum,0.000492
15000,js,testSum,0.320034
15000,php,testSum,0.00041007995605469
15000,py,testSum,0.0005991458892822266
20000,c,testCmp,0.000019
20000,java,testCmp,0.001381
20000,js,testCmp,0.435258
20000,php,testCmp,0.00047492980957031
20000,py,testCmp,0.0007801055908203125
20000,c,testDiv,0.000020
20000,java,testDiv,0.001159
20000,js,testDiv,0.424061
20000,php,testDiv,0.00043201446533203
20000,py,testDiv,0.0008554458618164062
20000,c,testMinus,0.000019
20000,java,testMinus,0.000893
20000,js,testMinus,0.00745
20000,php,testMinus,0.00043702125549316
20000,py,testMinus,0.0007653236389160156
20000,c,testProd,0.000023
20000,java,testProd,0.000722
20000,js,testProd,0.418316
20000,php,testProd,0.00044393539428711
20000,py,testProd,0.0007727146148681641
20000,c,testSum,0.000019
20000,java,testSum,0.000775
20000,js,testSum,0.508011
20000,php,testSum,0.00049996376037598
20000,py,testSum,0.0009996891021728516
25000,c,testCmp,0.000025
25000,java,testCmp,0.001164
25000,js,testCmp,0.562312
25000,php,testCmp,0.00060391426086426
25000,py,testCmp,0.001005411148071289
25000,c,testDiv,0.000037
25000,java,testDiv,0.001162
25000,js,testDiv,0.570932
25000,php,testDiv,0.00062894821166992
25000,py,testDiv,0.0009515285491943359
25000,c,testMinus,0.000023
25000,java,testMinus,0.000980
25000,js,testMinus,0.004083
25000,php,testMinus,0.00057411193847656
25000,py,testMinus,0.0009419918060302734
25000,c,testProd,0.000022
25000,java,testProd,0.001034
25000,js,testProd,1.106443
25000,php,testProd,0.00055694580078125
25000,py,testProd,0.0010848045349121094
25000,c,testSum,0.000025
25000,java,testSum,0.001073
25000,js,testSum,1.016206
25000,php,testSum,0.0005640983581543
25000,py,testSum,0.0009319782257080078
30000,c,testCmp,0.000028
30000,java,testCmp,0.001748
30000,js,testCmp,0.53112
30000,php,testCmp,0.00074005126953125
30000,py,testCmp,0.001180887222290039
30000,c,testDiv,0.000052
30000,java,testDiv,0.001393
30000,js,testDiv,0.870566
30000,php,testDiv,0.00072288513183594
30000,py,testDiv,0.0011315345764160156
30000,c,testMinus,0.000029
30000,java,testMinus,0.001242
30000,js,testMinus,0.003541
30000,php,testMinus,0.00072717666625977
30000,py,testMinus,0.0011162757873535156
30000,c,testProd,0.000031
30000,java,testProd,0.001305
30000,js,testProd,0.798685
30000,php,testProd,0.00066018104553223
30000,py,testProd,0.0011279582977294922
30000,c,testSum,0.000032
30000,java,testSum,0.001682
30000,js,testSum,1.035114
30000,php,testSum,0.00068783760070801
30000,py,testSum,0.0011320114135742188
35000,c,testCmp,0.000033
35000,java,testCmp,0.002005
35000,js,testCmp,0.715676
35000,php,testCmp,0.00088119506835938
35000,py,testCmp,0.0014734268188476562
35000,c,testDiv,0.000033
35000,java,testDiv,0.001698
35000,js,testDiv,0.852301
35000,php,testDiv,0.00087690353393555
35000,py,testDiv,0.0013556480407714844
35000,c,testMinus,0.000032
35000,java,testMinus,0.001611
35000,js,testMinus,0.003301
35000,php,testMinus,0.00082492828369141
35000,py,testMinus,0.0012941360473632812
35000,c,testProd,0.000057
35000,java,testProd,0.002181
35000,js,testProd,1.046146
35000,php,testProd,0.00078010559082031
35000,py,testProd,0.0013053417205810547
35000,c,testSum,0.000032
35000,java,testSum,0.001567
35000,js,testSum,0.861128
35000,php,testSum,0.0013179779052734
35000,py,testSum,0.0013172626495361328
40000,c,testCmp,0.000063
40000,java,testCmp,0.002107
40000,js,testCmp,0.706609
40000,php,testCmp,0.00095176696777344
40000,py,testCmp,0.001603841781616211
40000,c,testDiv,0.000038
40000,java,testDiv,0.001746
40000,js,testDiv,0.742011
40000,php,testDiv,0.00095796585083008
40000,py,testDiv,0.0015468597412109375
40000,c,testMinus,0.000036
40000,java,testMinus,0.001858
40000,js,testMinus,0.003116
40000,php,testMinus,0.00089287757873535
40000,py,testMinus,0.0015888214111328125
40000,c,testProd,0.000037
40000,java,testProd,0.001936
40000,js,testProd,0.99692
40000,php,testProd,0.00087976455688477
40000,py,testProd,0.0016875267028808594
40000,c,testSum,0.000038
40000,java,testSum,0.001936
40000,js,testSum,0.700589
40000,php,testSum,0.00087618827819824
40000,py,testSum,0.0016024112701416016
45000,c,testCmp,0.000043
45000,java,testCmp,0.002605
45000,js,testCmp,0.814743
45000,php,testCmp,0.001054048538208
45000,py,testCmp,0.002084970474243164
45000,c,testDiv,0.000045
45000,java,testDiv,0.002376
45000,js,testDiv,0.795946
45000,php,testDiv,0.0011019706726074
45000,py,testDiv,0.0018923282623291016
45000,c,testMinus,0.000046
45000,java,testMinus,0.002097
45000,js,testMinus,0.00336
45000,php,testMinus,0.0010879039764404
45000,py,testMinus,0.0016925334930419922
45000,c,testProd,0.000043
45000,java,testProd,0.002605
45000,js,testProd,0.779841
45000,php,testProd,0.00098109245300293
45000,py,testProd,0.001961946487426758
45000,c,testSum,0.000042
45000,java,testSum,0.002270
45000,js,testSum,0.754383
45000,php,testSum,0.00091981887817383
45000,py,testSum,0.0018131732940673828
50000,c,testCmp,0.000047
50000,java,testCmp,0.003945
50000,js,testCmp,1.593348
50000,php,testCmp,0.0011768341064453
50000,py,testCmp,0.0021986961364746094
50000,c,testDiv,0.000050
50000,java,testDiv,0.002466
50000,js,testDiv,1.475605
50000,php,testDiv,0.0011880397796631
50000,py,testDiv,0.0021049976348876953
50000,c,testMinus,0.000072
50000,java,testMinus,0.003654
50000,js,testMinus,0.003298
50000,php,testMinus,0.0011711120605469
50000,py,testMinus,0.0021212100982666016
50000,c,testProd,0.000048
50000,java,testProd,0.002237
50000,js,testProd,1.286718
50000,php,testProd,0.0015699863433838
50000,py,testProd,0.00208282470703125
50000,c,testSum,0.000046
50000,java,testSum,0.003705
50000,js,testSum,1.079432
50000,php,testSum,0.0011560916900635
50000,py,testSum,0.0019681453704833984
55000,c,testCmp,0.000058
55000,java,testCmp,0.001803
55000,js,testCmp,0.867472
55000,php,testCmp,0.0012569427490234
55000,py,testCmp,0.002487659454345703
55000,c,testDiv,0.000084
55000,java,testDiv,0.001916
55000,js,testDiv,1.220039
55000,php,testDiv,0.0013480186462402
55000,py,testDiv,0.0024628639221191406
55000,c,testMinus,0.000051
55000,java,testMinus,0.001555
55000,js,testMinus,0.003317
55000,php,testMinus,0.0012450218200684
55000,py,testMinus,0.0022323131561279297
55000,c,testProd,0.000054
55000,java,testProd,0.001439
55000,js,testProd,1.224445
55000,php,testProd,0.0011861324310303
55000,py,testProd,0.0023381710052490234
55000,c,testSum,0.000058
55000,java,testSum,0.001620
55000,js,testSum,1.146939
55000,php,testSum,0.0011391639709473
55000,py,testSum,0.0023293495178222656
60000,c,testCmp,0.000066
60000,java,testCmp,0.001649
60000,js,testCmp,1.129862
60000,php,testCmp,0.0014889240264893
60000,py,testCmp,0.0027112960815429688
60000,c,testDiv,0.000061
60000,java,testDiv,0.001390
60000,js,testDiv,1.611969
60000,php,testDiv,0.0018520355224609
60000,py,testDiv,0.0025343894958496094
60000,c,testMinus,0.000077
60000,java,testMinus,0.001396
60000,js,testMinus,0.003589
60000,php,testMinus,0.001309871673584
60000,py,testMinus,0.002613544464111328
60000,c,testProd,0.000055
60000,java,testProd,0.001910
60000,js,testProd,1.195878
60000,php,testProd,0.0013120174407959
60000,py,testProd,0.0026977062225341797
60000,c,testSum,0.000091
60000,java,testSum,0.001926
60000,js,testSum,1.181009
60000,php,testSum,0.0012481212615967
60000,py,testSum,0.0025682449340820312
65000,c,testCmp,0.000078
65000,java,testCmp,0.001806
65000,js,testCmp,1.89656
65000,php,testCmp,0.0017061233520508
65000,py,testCmp,0.0030975341796875
65000,c,testDiv,0.000062
65000,java,testDiv,0.001095
65000,js,testDiv,1.277376
65000,php,testDiv,0.0015850067138672
65000,py,testDiv,0.0039560794830322266
65000,c,testMinus,0.000101
65000,java,testMinus,0.000482
65000,js,testMinus,0.003687
65000,php,testMinus,0.0013880729675293
65000,py,testMinus,0.002716064453125
65000,c,testProd,0.000068
65000,java,testProd,0.000428
65000,js,testProd,1.381708
65000,php,testProd,0.0014069080352783
65000,py,testProd,0.00293731689453125
65000,c,testSum,0.000074
65000,java,testSum,0.000479
65000,js,testSum,1.25756
65000,php,testSum,0.001439094543457
65000,py,testSum,0.003003358840942383
70000,c,testCmp,0.000090
70000,java,testCmp,0.001189
70000,js,testCmp,1.871417
70000,php,testCmp,0.001615047454834
70000,py,testCmp,0.0037331581115722656
70000,c,testDiv,0.000075
70000,java,testDiv,0.000472
70000,js,testDiv,1.494616
70000,php,testDiv,0.0015769004821777
70000,py,testDiv,0.003116607666015625
70000,c,testMinus,0.000066
70000,java,testMinus,0.000673
70000,js,testMinus,0.003236
70000,php,testMinus,0.0015912055969238
70000,py,testMinus,0.0032188892364501953
70000,c,testProd,0.000081
70000,java,testProd,0.000479
70000,js,testProd,1.245644
70000,php,testProd,0.0016281604766846
70000,py,testProd,0.0030710697174072266
70000,c,testSum,0.000091
70000,java,testSum,0.000717
70000,js,testSum,1.283617
70000,php,testSum,0.0015201568603516
70000,py,testSum,0.002986431121826172
75000,c,testCmp,0.000081
75000,java,testCmp,0.002031
75000,js,testCmp,1.582507
75000,php,testCmp,0.0017969608306885
75000,py,testCmp,0.003575563430786133
75000,c,testDiv,0.000085
75000,java,testDiv,0.000775
75000,js,testDiv,1.406372
75000,php,testDiv,0.0018489360809326
75000,py,testDiv,0.003373384475708008
75000,c,testMinus,0.000087
75000,java,testMinus,0.001339
75000,js,testMinus,0.003346
75000,php,testMinus,0.0015320777893066
75000,py,testMinus,0.0034885406494140625
75000,c,testProd,0.000153
75000,java,testProd,0.000640
75000,js,testProd,1.494857
75000,php,testProd,0.0015859603881836
75000,py,testProd,0.0032210350036621094
75000,c,testSum,0.000080
75000,java,testSum,0.000684
75000,js,testSum,1.569488
75000,php,testSum,0.0024900436401367
75000,py,testSum,0.003945589065551758
80000,c,testCmp,0.000080
80000,java,testCmp,0.001219
80000,js,testCmp,1.581517
80000,php,testCmp,0.0021049976348877
80000,py,testCmp,0.004069328308105469
80000,c,testDiv,0.000077
80000,java,testDiv,0.000772
80000,js,testDiv,2.43931
80000,php,testDiv,0.0018901824951172
80000,py,testDiv,0.0035817623138427734
80000,c,testMinus,0.000180
80000,java,testMinus,0.000697
80000,js,testMinus,0.003315
80000,php,testMinus,0.0017979145050049
80000,py,testMinus,0.003833293914794922
80000,c,testProd,0.000089
80000,java,testProd,0.000661
80000,js,testProd,1.591922
80000,php,testProd,0.0019819736480713
80000,py,testProd,0.0037708282470703125
80000,c,testSum,0.000087
80000,java,testSum,0.000722
80000,js,testSum,2.092431
80000,php,testSum,0.0019330978393555
80000,py,testSum,0.003393411636352539
85000,c,testCmp,0.000091
85000,java,testCmp,0.001610
85000,js,testCmp,1.727568
85000,php,testCmp,0.0020260810852051
85000,py,testCmp,0.004498481750488281
85000,c,testDiv,0.000090
85000,java,testDiv,0.000980
85000,js,testDiv,1.539961
85000,php,testDiv,0.0020589828491211
85000,py,testDiv,0.00403141975402832
85000,c,testMinus,0.000267
85000,java,testMinus,0.000842
85000,js,testMinus,0.003424
85000,php,testMinus,0.0019078254699707
85000,py,testMinus,0.004717826843261719
85000,c,testProd,0.000088
85000,java,testProd,0.000718
85000,js,testProd,1.550674
85000,php,testProd,0.0021491050720215
85000,py,testProd,0.0038709640502929688
85000,c,testSum,0.000087
85000,java,testSum,0.000724
85000,js,testSum,1.618749
85000,php,testSum,0.0019919872283936
85000,py,testSum,0.0038149356842041016
90000,c,testCmp,0.000096
90000,java,testCmp,0.001503
90000,js,testCmp,1.403577
90000,php,testCmp,0.0023698806762695
90000,py,testCmp,0.0042078495025634766
90000,c,testDiv,0.000108
90000,java,testDiv,0.001277
90000,js,testDiv,1.507371
90000,php,testDiv,0.0026559829711914
90000,py,testDiv,0.004249095916748047
90000,c,testMinus,0.000111
90000,java,testMinus,0.000808
90000,js,testMinus,0.003722
90000,php,testMinus,0.0020349025726318
90000,py,testMinus,0.0043087005615234375
90000,c,testProd,0.000107
90000,java,testProd,0.000836
90000,js,testProd,1.514648
90000,php,testProd,0.0019140243530273
90000,py,testProd,0.004370927810668945
90000,c,testSum,0.000098
90000,java,testSum,0.001607
90000,js,testSum,1.558073
90000,php,testSum,0.0019891262054443
90000,py,testSum,0.004045724868774414
95000,c,testCmp,0.000102
95000,java,testCmp,0.000968
95000,js,testCmp,2.477726
95000,php,testCmp,0.0026049613952637
95000,py,testCmp,0.00539088249206543
95000,c,testDiv,0.000105
95000,java,testDiv,0.000381
95000,js,testDiv,2.17998
95000,php,testDiv,0.0022761821746826
95000,py,testDiv,0.0044977664947509766
95000,c,testMinus,0.000126
95000,java,testMinus,0.000452
95000,js,testMinus,0.005003
95000,php,testMinus,0.0023610591888428
95000,py,testMinus,0.0046749114990234375
95000,c,testProd,0.000117
95000,java,testProd,0.000347
95000,js,testProd,1.954403
95000,php,testProd,0.0020978450775146
95000,py,testProd,0.004310131072998047
95000,c,testSum,0.000105
95000,java,testSum,0.000356
95000,js,testSum,1.656719
95000,php,testSum,0.0021979808807373
95000,py,testSum,0.0047550201416015625
100000,c,testCmp,0.000119
100000,java,testCmp,0.001174
100000,js,testCmp,1.636824
100000,php,testCmp,0.0025970935821533
100000,py,testCmp,0.0056684017181396484
100000,c,testDiv,0.000105
100000,java,testDiv,0.000866
100000,js,testDiv,1.703118
100000,php,testDiv,0.0027902126312256
100000,py,testDiv,0.004541635513305664
100000,c,testMinus,0.000115
100000,java,testMinus,0.000676
100000,js,testMinus,0.003543
100000,php,testMinus,0.0025990009307861
100000,py,testMinus,0.0044269561767578125
100000,c,testProd,0.000112
100000,java,testProd,0.000620
100000,js,testProd,1.730857
100000,php,testProd,0.0024368762969971
100000,py,testProd,0.004645109176635742
100000,c,testSum,0.000106
100000,java,testSum,0.000434
100000,js,testSum,1.56834
100000,php,testSum,0.0025348663330078
100000,py,testSum,0.004854917526245117
10000,c,testCmp,0.000017
10000,java,testCmp,0.001033
10000,js,testCmp,0.320825
10000,php,testCmp,0.00026202201843262
10000,py,testCmp,0.0005052089691162109
10000,c,testDiv,0.000010
10000,java,testDiv,0.001084
10000,js,testDiv,0.278857
10000,php,testDiv,0.00024294853210449
10000,py,testDiv,0.0004248619079589844
10000,c,testMinus,0.000010
10000,java,testMinus,0.000568
10000,js,testMinus,0.003113
10000,php,testMinus,0.00024294853210449
10000,py,testMinus,0.0004627704620361328
10000,c,testProd,0.000011
10000,java,testProd,0.000543
10000,js,testProd,0.300118
10000,php,testProd,0.00023603439331055
10000,py,testProd,0.00036978721618652344
10000,c,testSum,0.000014
10000,java,testSum,0.001040
10000,js,testSum,0.302607
10000,php,testSum,0.00023102760314941
10000,py,testSum,0.0003998279571533203
15000,c,testCmp,0.000014
15000,java,testCmp,0.000662
15000,js,testCmp,0.36493
15000,php,testCmp,0.00039505958557129
15000,py,testCmp,0.0006153583526611328
15000,c,testDiv,0.000015
15000,java,testDiv,0.000507
15000,js,testDiv,0.368731
15000,php,testDiv,0.00051188468933105
15000,py,testDiv,0.0006258487701416016
15000,c,testMinus,0.000014
15000,java,testMinus,0.000502
15000,js,testMinus,0.003511
15000,php,testMinus,0.00035691261291504
15000,py,testMinus,0.0005881786346435547
15000,c,testProd,0.000020
15000,java,testProd,0.000537
15000,js,testProd,0.355006
15000,php,testProd,0.0003659725189209
15000,py,testProd,0.0006756782531738281
15000,c,testSum,0.000014
15000,java,testSum,0.000511
15000,js,testSum,0.351148
15000,php,testSum,0.00035309791564941
15000,py,testSum,0.0006670951843261719
20000,c,testCmp,0.000021
20000,java,testCmp,0.001121
20000,js,testCmp,0.873997
20000,php,testCmp,0.00049710273742676
20000,py,testCmp,0.0008993148803710938
20000,c,testDiv,0.000028
20000,java,testDiv,0.000874
20000,js,testDiv,0.742932
20000,php,testDiv,0.00053501129150391
20000,py,testDiv,0.0009450912475585938
20000,c,testMinus,0.000033
20000,java,testMinus,0.000843
20000,js,testMinus,0.003325
20000,php,testMinus,0.00044703483581543
20000,py,testMinus,0.0008807182312011719
20000,c,testProd,0.000022
20000,java,testProd,0.001022
20000,js,testProd,0.454584
20000,php,testProd,0.0004889965057373
20000,py,testProd,0.0008046627044677734
20000,c,testSum,0.000020
20000,java,testSum,0.000845
20000,js,testSum,0.576799
20000,php,testSum,0.00048112869262695
20000,py,testSum,0.0009708404541015625
25000,c,testCmp,0.000024
25000,java,testCmp,0.001535
25000,js,testCmp,0.735298
25000,php,testCmp,0.00065112113952637
25000,py,testCmp,0.001226663589477539
25000,c,testDiv,0.000025
25000,java,testDiv,0.001421
25000,js,testDiv,0.845096
25000,php,testDiv,0.00057506561279297
25000,py,testDiv,0.001079559326171875
25000,c,testMinus,0.000023
25000,java,testMinus,0.001145
25000,js,testMinus,0.003342
25000,php,testMinus,0.00058102607727051
25000,py,testMinus,0.0010864734649658203
25000,c,testProd,0.000027
25000,java,testProd,0.001573
25000,js,testProd,0.652322
25000,php,testProd,0.00052905082702637
25000,py,testProd,0.0010213851928710938
25000,c,testSum,0.000025
25000,java,testSum,0.001235
25000,js,testSum,0.676784
25000,php,testSum,0.00058507919311523
25000,py,testSum,0.0010612010955810547
30000,c,testCmp,0.000040
30000,java,testCmp,0.001823
30000,js,testCmp,0.699977
30000,php,testCmp,0.00070500373840332
30000,py,testCmp,0.0013976097106933594
30000,c,testDiv,0.000034
30000,java,testDiv,0.002522
30000,js,testDiv,0.644757
30000,php,testDiv,0.00084686279296875
30000,py,testDiv,0.0018503665924072266
30000,c,testMinus,0.000038
30000,java,testMinus,0.003008
30000,js,testMinus,0.003243
30000,php,testMinus,0.00069093704223633
30000,py,testMinus,0.001255035400390625
30000,c,testProd,0.000030
30000,java,testProd,0.002808
30000,js,testProd,0.646714
30000,php,testProd,0.0013208389282227
30000,py,testProd,0.0014107227325439453
30000,c,testSum,0.000035
30000,java,testSum,0.002750
30000,js,testSum,0.566447
30000,php,testSum,0.00065803527832031
30000,py,testSum,0.0012328624725341797
35000,c,testCmp,0.000037
35000,java,testCmp,0.002056
35000,js,testCmp,0.70698
35000,php,testCmp,0.00083518028259277
35000,py,testCmp,0.001592397689819336
35000,c,testDiv,0.000038
35000,java,testDiv,0.001570
35000,js,testDiv,1.198879
35000,php,testDiv,0.00086402893066406
35000,py,testDiv,0.0017056465148925781
35000,c,testMinus,0.000042
35000,java,testMinus,0.001775
35000,js,testMinus,0.003512
35000,php,testMinus,0.00080418586730957
35000,py,testMinus,0.001567840576171875
35000,c,testProd,0.000040
35000,java,testProd,0.001803
35000,js,testProd,1.287065
35000,php,testProd,0.00076007843017578
35000,py,testProd,0.0014896392822265625
35000,c,testSum,0.000032
35000,java,testSum,0.001868
35000,js,testSum,0.998352
35000,php,testSum,0.00080394744873047
35000,py,testSum,0.001653909683227539
40000,c,testCmp,0.000048
40000,java,testCmp,0.002139
40000,js,testCmp,1.156678
40000,php,testCmp,0.00098395347595215
40000,py,testCmp,0.0017323493957519531
40000,c,testDiv,0.000041
40000,java,testDiv,0.001824
40000,js,testDiv,1.189695
40000,php,testDiv,0.0010089874267578
40000,py,testDiv,0.001781463623046875
40000,c,testMinus,0.000051
40000,java,testMinus,0.003740
40000,js,testMinus,0.003909
40000,php,testMinus,0.0008540153503418
40000,py,testMinus,0.002103567123413086
40000,c,testProd,0.000044
40000,java,testProd,0.001914
40000,js,testProd,1.182411
40000,php,testProd,0.00088882446289062
40000,py,testProd,0.0018680095672607422
40000,c,testSum,0.000045
40000,java,testSum,0.002076
40000,js,testSum,1.072633
40000,php,testSum,0.0009160041809082
40000,py,testSum,0.0017976760864257812
45000,c,testCmp,0.000048
45000,java,testCmp,0.003395
45000,js,testCmp,1.128066
45000,php,testCmp,0.0010900497436523
45000,py,testCmp,0.003173351287841797
45000,c,testDiv,0.000056
45000,java,testDiv,0.002244
45000,js,testDiv,1.530867
45000,php,testDiv,0.0013308525085449
45000,py,testDiv,0.0022416114807128906
45000,c,testMinus,0.000054
45000,java,testMinus,0.002729
45000,js,testMinus,0.003567
45000,php,testMinus,0.0011301040649414
45000,py,testMinus,0.0023789405822753906
45000,c,testProd,0.000042
45000,java,testProd,0.002728
45000,js,testProd,1.236847
45000,php,testProd,0.00093603134155273
45000,py,testProd,0.0020842552185058594
45000,c,testSum,0.000053
45000,java,testSum,0.002755
45000,js,testSum,0.86506
45000,php,testSum,0.0009911060333252
45000,py,testSum,0.002289295196533203
50000,c,testCmp,0.000051
50000,java,testCmp,0.003737
50000,js,testCmp,1.217498
50000,php,testCmp,0.0012359619140625
50000,py,testCmp,0.0025453567504882812
50000,c,testDiv,0.000088
50000,java,testDiv,0.002748
50000,js,testDiv,1.064945
50000,php,testDiv,0.0014150142669678
50000,py,testDiv,0.0022912025451660156
50000,c,testMinus,0.000052
50000,java,testMinus,0.002336
50000,js,testMinus,0.003724
50000,php,testMinus,0.0011410713195801
50000,py,testMinus,0.002057313919067383
50000,c,testProd,0.000053
50000,java,testProd,0.002617
50000,js,testProd,1.784691
50000,php,testProd,0.0012099742889404
50000,py,testProd,0.0022084712982177734
50000,c,testSum,0.000053
50000,java,testSum,0.002359
50000,js,testSum,1.162219
50000,php,testSum,0.0012481212615967
50000,py,testSum,0.0021779537200927734
55000,c,testCmp,0.000062
55000,java,testCmp,0.002329
55000,js,testCmp,1.090037
55000,php,testCmp,0.0015199184417725
55000,py,testCmp,0.002559185028076172
55000,c,testDiv,0.000059
55000,java,testDiv,0.001780
55000,js,testDiv,1.067076
55000,php,testDiv,0.0015408992767334
55000,py,testDiv,0.003023386001586914
55000,c,testMinus,0.000086
55000,java,testMinus,0.001892
55000,js,testMinus,0.003985
55000,php,testMinus,0.0013728141784668
55000,py,testMinus,0.002446413040161133
55000,c,testProd,0.000061
55000,java,testProd,0.001901
55000,js,testProd,1.370145
55000,php,testProd,0.0016679763793945
55000,py,testProd,0.002489328384399414
55000,c,testSum,0.000130
55000,java,testSum,0.002033
55000,js,testSum,0.993857
55000,php,testSum,0.0012691020965576
55000,py,testSum,0.0027446746826171875
60000,c,testCmp,0.000069
60000,java,testCmp,0.001817
60000,js,testCmp,1.217263
60000,php,testCmp,0.0016720294952393
60000,py,testCmp,0.0027527809143066406
60000,c,testDiv,0.000066
60000,java,testDiv,0.001701
60000,js,testDiv,1.377519
60000,php,testDiv,0.0017180442810059
60000,py,testDiv,0.0027632713317871094
60000,c,testMinus,0.000066
60000,java,testMinus,0.001539
60000,js,testMinus,0.004558
60000,php,testMinus,0.0013790130615234
60000,py,testMinus,0.0028176307678222656
60000,c,testProd,0.000061
60000,java,testProd,0.001604
60000,js,testProd,1.359742
60000,php,testProd,0.0015311241149902
60000,py,testProd,0.0026674270629882812
60000,c,testSum,0.000065
60000,java,testSum,0.001541
60000,js,testSum,1.406098
60000,php,testSum,0.0014948844909668
60000,py,testSum,0.0026688575744628906
65000,c,testCmp,0.000071
65000,java,testCmp,0.000950
65000,js,testCmp,1.235831
65000,php,testCmp,0.0018298625946045
65000,py,testCmp,0.0030019283294677734
65000,c,testDiv,0.000072
65000,java,testDiv,0.000582
65000,js,testDiv,1.399135
65000,php,testDiv,0.0024759769439697
65000,py,testDiv,0.0029761791229248047
65000,c,testMinus,0.000075
